Date,EOD/V - Open,EOD/V - Close
2013-10-08,186.24,182.53
2013-10-09,183.4,183.85
2013-10-10,185.94,189.03
2013-10-11,188.8,192.2
2013-10-14,190.37,193.44
2013-10-15,193.03,191.37
2013-10-16,192.42,195.63
2013-10-17,195.67,198.28
2013-10-18,198.72,200.45
2013-10-21,201.05,200.04
2013-10-22,200.05,199.98
2013-10-23,198.68,198.89
2013-10-24,199.87,202.91
2013-10-25,203.74,203.06
2013-10-28,203.57,203.08
2013-10-29,203.48,204.24
2013-10-30,204.86,203.82
2013-10-31,197.045,196.67
2013-11-01,198.95,199.16
2013-11-04,199.68,196.42
2013-11-05,195.38,197.37
2013-11-06,198.74,199.02
2013-11-07,199.97,196.1
2013-11-08,195.77,198.29
2013-11-11,198.64,199.27
2013-11-12,198.81,198.27
2013-11-13,196.65,199.78
2013-11-14,199.93,200.15
2013-11-15,199.76,202.0
2013-11-18,202.0,199.9
2013-11-19,200.35,197.39
2013-11-20,197.78,198.12
2013-11-21,199.28,201.61
2013-11-22,201.7,202.12
2013-11-25,202.52,201.93
2013-11-26,202.66,203.52
2013-11-27,203.5,203.99
2013-11-29,204.51,203.46
2013-12-02,204.1,205.13
2013-12-03,199.93,201.75
2013-12-04,201.78,202.74
2013-12-05,202.19,201.71
2013-12-06,203.7,201.87
2013-12-09,201.775,201.59
2013-12-10,200.91,199.43
2013-12-11,201.0,205.66
2013-12-12,204.97,203.44
2013-12-13,204.51,207.36
2013-12-16,208.04,207.75
2013-12-17,208.62,213.25
2013-12-18,213.1,215.35
2013-12-19,214.93,216.08
2013-12-20,216.72,215.97
2013-12-23,216.99,218.03
2013-12-24,218.47,218.73
2013-12-26,218.99,220.2
2013-12-27,221.0,219.67
2013-12-30,220.59,220.91
2013-12-31,221.52,222.68
2014-01-02,221.54,221.01
2014-01-03,221.75,221.16
2014-01-06,221.18,219.83
2014-01-07,220.75,221.51
2014-01-08,221.42,222.22
2014-01-09,223.55,221.91
2014-01-10,221.84,221.13
2014-01-13,222.02,218.9
2014-01-14,218.74,222.65
2014-01-15,222.85,223.76
2014-01-16,223.19,221.77
2014-01-17,222.05,232.18
2014-01-21,234.39,231.93
2014-01-22,232.4,232.99
2014-01-23,231.66,228.25
2014-01-24,226.4,221.25
2014-01-27,222.07,216.22
2014-01-28,217.62,220.96
2014-01-29,219.1,217.12
2014-01-30,225.75,220.88
2014-01-31,216.13,215.43
2014-02-03,216.51,213.47
2014-02-04,214.16,214.54
2014-02-05,213.24,215.61
2014-02-06,216.08,219.01
2014-02-07,220.19,221.78
2014-02-10,221.89,220.55
2014-02-11,221.13,222.33
2014-02-12,223.44,224.17
2014-02-13,222.85,224.05
2014-02-14,224.27,226.0
2014-02-18,226.48,226.06
2014-02-19,225.87,223.88
2014-02-20,224.16,223.46
2014-02-21,223.73,223.36
2014-02-24,223.73,226.19
2014-02-25,226.19,227.11
2014-02-26,227.23,226.11
2014-02-27,226.19,226.28
2014-02-28,226.47,225.94
2014-03-03,223.24,221.44
2014-03-04,225.15,225.5
2014-03-05,225.62,222.81
2014-03-06,223.76,223.86
2014-03-07,224.95,225.56
2014-03-10,225.51,225.5
2014-03-11,225.95,227.18
2014-03-12,226.12,226.1
2014-03-13,226.66,220.78
2014-03-14,220.62,220.77
2014-03-17,221.99,223.78
2014-03-18,224.6,226.41
2014-03-19,226.61,223.82
2014-03-20,224.12,221.82
2014-03-21,222.97,223.37
2014-03-24,225.39,220.75
2014-03-25,222.19,218.4
2014-03-26,219.95,215.68
2014-03-27,214.89,215.77
2014-03-28,214.48,212.09
2014-03-31,212.79,215.86
2014-04-01,217.08,214.7
2014-04-02,214.78,214.66
2014-04-03,215.79,215.01
2014-04-04,215.57,207.7
2014-04-07,206.78,203.41
2014-04-08,202.82,202.59
2014-04-09,204.58,207.54
2014-04-10,208.26,201.55
2014-04-11,199.23,196.63
2014-04-14,199.8,201.01
2014-04-15,203.84,204.05
2014-04-16,207.0,209.36
2014-04-17,210.34,207.95
2014-04-21,208.98,209.13
2014-04-22,209.34,209.97
2014-04-23,210.3,208.82
2014-04-24,209.8,209.4
2014-04-25,200.0,198.93
2014-04-28,199.5,201.42
2014-04-29,201.89,202.67
2014-04-30,202.26,202.61
2014-05-01,204.1,206.09
2014-05-02,205.74,204.42
2014-05-05,203.75,207.13
2014-05-06,206.7,205.36
2014-05-07,207.01,208.7
2014-05-08,208.93,210.9
2014-05-09,210.18,210.81
2014-05-12,211.08,211.7
2014-05-13,211.99,212.06
2014-05-14,211.2,209.86
2014-05-15,209.0,207.45
2014-05-16,207.59,209.81
2014-05-19,209.38,210.36
2014-05-20,210.32,207.92
2014-05-21,208.85,210.1
2014-05-22,210.13,209.37
2014-05-23,209.99,212.07
2014-05-27,212.99,214.5
2014-05-28,214.5,213.8
2014-05-29,214.0,214.67
2014-05-30,215.88,214.83
2014-06-02,215.37,213.52
2014-06-03,213.03,211.32
2014-06-04,211.16,211.43
2014-06-05,212.12,212.22
2014-06-06,212.53,213.0
2014-06-09,213.49,212.58
2014-06-10,213.0,214.25
2014-06-11,212.99,212.68
2014-06-12,212.39,211.77
2014-06-13,211.87,211.29
2014-06-16,210.88,210.24
2014-06-17,210.14,210.81
2014-06-18,210.45,211.25
2014-06-19,211.47,210.32
2014-06-20,211.52,209.49
2014-06-23,209.0,209.47
2014-06-24,209.27,207.79
2014-06-25,207.31,209.06
2014-06-26,209.83,208.96
2014-06-27,208.1,209.28
2014-06-30,208.66,210.71
2014-07-01,211.95,214.25
2014-07-02,214.88,214.84
2014-07-03,215.31,216.51
2014-07-07,216.43,216.74
2014-07-08,216.77,215.26
2014-07-09,215.5,216.16
2014-07-10,213.8,215.54
2014-07-11,215.95,217.0
2014-07-14,218.75,221.03
2014-07-15,221.67,221.78
2014-07-16,222.94,222.67
2014-07-17,221.94,217.88
2014-07-18,219.18,220.2
2014-07-21,219.53,219.22
2014-07-22,220.92,221.26
2014-07-23,221.49,221.2
2014-07-24,223.39,222.74
2014-07-25,214.1,214.77
2014-07-28,214.42,214.22
2014-07-29,214.4,213.5
2014-07-30,213.49,214.06
2014-07-31,213.27,211.01
2014-08-01,209.87,211.81
2014-08-04,212.85,212.16
2014-08-05,211.5,210.54
2014-08-06,209.98,210.69
2014-08-07,211.18,209.04
2014-08-08,208.88,210.46
2014-08-11,211.04,210.58
2014-08-12,210.09,210.3
2014-08-13,210.95,211.43
2014-08-14,212.09,212.52
2014-08-15,212.89,210.19
2014-08-18,211.49,214.32
2014-08-19,214.75,215.0
2014-08-20,214.58,216.2
2014-08-21,216.5,215.75
2014-08-22,216.2,216.09
2014-08-25,217.2,216.02
2014-08-26,216.49,216.73
2014-08-27,217.12,217.13
2014-08-28,215.0,214.6
2014-08-29,214.56,212.52
2014-09-02,213.41,214.73
2014-09-03,215.07,214.9
2014-09-04,215.44,214.26
2014-09-05,214.36,214.21
2014-09-08,214.01,215.77
2014-09-09,215.29,214.28
2014-09-10,214.07,216.88
2014-09-11,216.7,214.95
2014-09-12,214.88,214.04
2014-09-15,213.85,214.64
2014-09-16,214.91,217.3
2014-09-17,217.0,215.53
2014-09-18,215.93,216.44
2014-09-19,217.69,216.25
2014-09-22,216.98,213.88
2014-09-23,213.9,212.46
2014-09-24,212.78,214.41
2014-09-25,214.04,210.71
2014-09-26,211.45,211.94
2014-09-29,210.21,210.93
2014-09-30,211.17,213.37
2014-10-01,212.85,210.01
2014-10-02,209.0,209.72
2014-10-03,211.03,211.99
2014-10-06,212.59,211.79
2014-10-07,210.81,208.05
2014-10-08,208.03,212.36
2014-10-09,212.21,207.71
2014-10-10,207.89,204.98
2014-10-13,204.5,204.28
2014-10-14,204.41,202.72
2014-10-15,200.86,200.25
2014-10-16,197.09,203.0
2014-10-17,204.84,206.0
2014-10-20,205.53,207.85
2014-10-21,209.78,213.31
2014-10-22,213.29,210.92
2014-10-23,213.87,214.28
2014-10-24,213.63,213.48
2014-10-27,213.06,213.41
2014-10-28,214.61,216.71
2014-10-29,216.31,214.66
2014-10-30,228.53,236.65
2014-10-31,237.29,241.43
2014-11-03,240.98,241.54
2014-11-04,239.65,242.97
2014-11-05,244.16,249.53
2014-11-06,249.51,250.09
2014-11-07,250.12,252.43
2014-11-10,251.98,250.21
2014-11-11,249.18,249.73
2014-11-12,248.85,251.95
2014-11-13,252.4,250.92
2014-11-14,251.14,248.84
2014-11-17,248.58,249.8
2014-11-18,249.79,249.73
2014-11-19,250.23,249.86
2014-11-20,247.53,251.67
2014-11-21,255.14,254.22
2014-11-24,255.0,254.62
2014-11-25,255.36,257.26
2014-11-26,257.48,257.26
2014-11-28,258.585,258.19
2014-12-01,256.27,258.15
2014-12-02,259.17,260.01
2014-12-03,259.64,261.6
2014-12-04,262.08,261.14
2014-12-05,261.64,263.35
2014-12-08,263.5,263.1
2014-12-09,259.5,264.14
2014-12-10,263.78,261.72
2014-12-11,262.95,263.12
2014-12-12,260.53,256.78
2014-12-15,258.17,256.7
2014-12-16,252.92,253.41
2014-12-17,254.12,259.08
2014-12-18,261.84,264.16
2014-12-19,263.36,261.67
2014-12-22,262.42,264.21
2014-12-23,265.01,265.26
2014-12-24,265.49,267.63
2014-12-26,267.63,266.62
2014-12-29,266.48,265.43
2014-12-30,265.1,264.55
2014-12-31,265.48,262.2
2015-01-02,263.38,265.02
2015-01-05,263.49,259.17
2015-01-06,259.79,257.5
2015-01-07,258.44,260.95
2015-01-08,263.2,264.45
2015-01-09,263.61,260.53
2015-01-12,261.04,260.02
2015-01-13,262.02,260.78
2015-01-14,256.64,255.56
2015-01-15,256.71,253.13
2015-01-16,251.9,254.95
2015-01-20,256.22,256.84
2015-01-21,256.16,257.28
2015-01-22,255.45,257.6
2015-01-23,258.52,258.29
2015-01-26,256.94,256.53
2015-01-27,253.79,250.99
2015-01-28,252.53,246.36
2015-01-29,247.53,248.0
2015-01-30,260.4,254.91
2015-02-02,256.31,255.34
2015-02-03,256.71,259.79
2015-02-04,259.59,264.89
2015-02-05,267.25,271.8
2015-02-06,271.75,267.42
2015-02-09,267.41,265.46
2015-02-10,266.75,264.55
2015-02-11,264.98,265.99
2015-02-12,267.62,270.91
2015-02-13,272.75,269.63
2015-02-17,271.48,270.87
2015-02-18,270.87,269.12
2015-02-19,270.07,269.1
2015-02-20,269.04,273.0
2015-02-23,272.96,273.01
2015-02-24,273.81,272.47
2015-02-25,271.26,273.01
2015-02-26,273.2,273.75
2015-02-27,273.47,271.31
2015-03-02,276.71,278.29
2015-03-03,278.65,275.3
2015-03-04,275.15,273.75
2015-03-05,275.0,274.13
2015-03-06,273.4,269.34
2015-03-09,270.52,271.42
2015-03-10,269.64,265.2
2015-03-11,265.63,264.75
2015-03-12,266.4,269.58
2015-03-13,268.84,265.03
2015-03-16,266.89,269.02
2015-03-17,268.06,264.5
2015-03-18,264.09,267.67
2015-03-19,66.83,66.81
2015-03-20,67.25,67.41
2015-03-23,68.03,67.08
2015-03-24,67.1,67.1
2015-03-25,67.1,65.73
2015-03-26,65.25,65.59
2015-03-27,65.52,65.54
2015-03-30,66.02,65.66
2015-03-31,65.47,65.41
2015-04-01,65.45,65.18
2015-04-02,64.99,65.29
2015-04-06,64.73,65.2
2015-04-07,65.38,65.8
2015-04-08,65.89,66.5
2015-04-09,66.57,66.44
2015-04-10,66.69,66.34
2015-04-13,66.22,65.61
2015-04-14,65.52,65.53
2015-04-15,65.6,65.68
2015-04-16,65.53,65.65
2015-04-17,65.1,64.52
2015-04-20,65.0,64.72
2015-04-21,65.03,65.35
2015-04-22,65.82,68.01
2015-04-23,68.2,67.72
2015-04-24,68.13,67.48
2015-04-27,68.39,67.1
2015-04-28,67.31,66.77
2015-04-29,66.86,67.34
2015-04-30,67.18,66.05
2015-05-01,65.22,65.77
2015-05-04,66.05,65.58
2015-05-05,65.77,65.96
2015-05-06,66.15,65.67
2015-05-07,65.58,66.58
2015-05-08,67.14,69.47
2015-05-11,69.3,69.02
2015-05-12,68.55,68.69
2015-05-13,68.75,68.65
2015-05-14,68.96,70.0
2015-05-15,70.1,69.57
2015-05-18,69.74,70.0
2015-05-19,70.14,70.16
2015-05-20,70.25,69.78
2015-05-21,69.55,69.37
2015-05-22,69.3,69.62
2015-05-26,69.31,68.54
2015-05-27,68.85,69.49
2015-05-28,69.48,69.56
2015-05-29,69.33,68.68
2015-06-01,69.13,69.11
2015-06-02,68.73,69.04
2015-06-03,69.26,68.95
2015-06-04,68.63,68.21
2015-06-05,68.29,68.37
2015-06-08,68.19,67.68
2015-06-09,67.67,67.95
2015-06-10,68.22,69.63
2015-06-11,69.7,69.64
2015-06-12,69.43,69.33
2015-06-15,68.72,68.57
2015-06-16,68.45,69.01
2015-06-17,69.11,68.75
2015-06-18,68.9,69.5
2015-06-19,69.27,68.69
2015-06-22,69.32,69.09
2015-06-23,69.1,69.42
2015-06-24,69.11,68.86
2015-06-25,69.38,68.62
2015-06-26,68.7,68.75
2015-06-29,67.99,66.72
2015-06-30,67.34,67.15
2015-07-01,67.94,67.85
2015-07-02,68.15,68.24
2015-07-06,67.55,68.12
2015-07-07,68.11,67.77
2015-07-08,67.01,66.73
2015-07-09,67.65,67.05
2015-07-10,67.98,68.42
2015-07-13,69.05,69.52
2015-07-14,69.97,70.1
2015-07-15,70.13,70.02
2015-07-16,70.43,70.57
2015-07-17,70.4,70.88
2015-07-20,71.29,72.7
2015-07-21,72.844,72.02
2015-07-22,71.94,71.97
2015-07-23,72.2,71.75
2015-07-24,76.78,74.8
2015-07-27,74.28,73.86
2015-07-28,74.3,74.74
2015-07-29,74.95,76.01
2015-07-30,75.89,76.38
2015-07-31,76.45,75.34
2015-08-03,75.59,75.77
2015-08-04,75.53,75.27
2015-08-05,76.05,74.98
2015-08-06,75.3,73.58
2015-08-07,73.68,74.21
2015-08-10,74.89,74.38
2015-08-11,73.81,73.36
2015-08-12,72.87,73.54
2015-08-13,73.43,73.93
2015-08-14,73.85,74.22
2015-08-17,74.0,74.41
2015-08-18,74.26,74.47
2015-08-19,74.2,74.4
2015-08-20,73.56,73.95
2015-08-21,72.5,71.19
2015-08-24,64.16,68.36
2015-08-25,71.69,66.97
2015-08-26,69.37,70.69
2015-08-27,72.0,72.4
2015-08-28,72.11,72.46
2015-08-31,71.68,71.3
2015-09-01,69.55,68.96
2015-09-02,69.94,69.62
2015-09-03,70.45,70.4
2015-09-04,69.29,69.16
2015-09-08,70.75,70.53
2015-09-09,70.75,69.6
2015-09-10,69.5,70.23
2015-09-11,69.86,70.76
2015-09-14,70.72,70.01
2015-09-15,70.48,70.51
2015-09-16,70.45,70.99
2015-09-17,71.3,70.96
2015-09-18,69.82,69.79
2015-09-21,70.62,70.78
2015-09-22,70.0,70.25
2015-09-23,70.16,70.95
2015-09-24,70.35,70.24
2015-09-25,71.19,70.69
2015-09-28,70.19,67.2
2015-09-29,67.52,68.53
2015-09-30,69.32,69.66
2015-10-01,70.09,69.99
2015-10-02,68.8,70.67
2015-10-05,71.06,72.23
2015-10-06,72.22,72.08
2015-10-07,72.68,73.22
2015-10-08,73.0,73.9
2015-10-09,74.04,73.98
2015-10-12,73.74,74.99
2015-10-13,74.46,75.0
2015-10-14,74.84,74.2
2015-10-15,74.96,75.34
2015-10-16,75.33,76.0
2015-10-19,75.93,76.99
2015-10-20,76.64,76.28
2015-10-21,76.94,75.46
2015-10-22,75.89,76.42
2015-10-23,77.46,77.07
2015-10-26,78.08,78.18
2015-10-27,78.03,77.52
2015-10-28,77.82,78.87
2015-10-29,78.59,78.51
2015-10-30,78.72,77.58
2015-11-02,75.19,75.22
2015-11-03,75.13,77.9
2015-11-04,78.37,78.35
2015-11-05,78.42,79.26
2015-11-06,79.57,78.75
2015-11-09,78.4,78.04
2015-11-10,77.65,79.48
2015-11-11,79.85,79.18
2015-11-12,78.86,78.31
2015-11-13,78.02,78.11
2015-11-16,77.79,78.9
2015-11-17,78.94,78.83
2015-11-18,78.96,80.46
2015-11-19,80.6,80.15
2015-11-20,80.59,80.19
2015-11-23,80.59,80.11
2015-11-24,79.23,79.79
2015-11-25,79.78,79.56
2015-11-27,79.64,79.84
2015-11-30,80.06,79.01
2015-12-01,79.53,79.91
2015-12-02,79.83,79.04
2015-12-03,79.36,78.29
2015-12-04,78.58,80.4
2015-12-07,80.13,79.55
2015-12-08,78.98,79.07
2015-12-09,78.83,77.88
2015-12-10,77.91,78.12
2015-12-11,77.14,76.11
2015-12-14,76.2,76.87
2015-12-15,78.37,78.62
2015-12-16,79.45,79.86
2015-12-17,79.98,78.69
2015-12-18,78.04,76.32
2015-12-21,76.9,77.17
2015-12-22,77.43,77.38
2015-12-23,78.08,78.56
2015-12-24,78.35,78.26
2015-12-28,78.04,78.53
2015-12-29,79.0,79.21
2015-12-30,79.07,78.35
2015-12-31,78.24,77.55
2016-01-04,76.06,75.7
2016-01-05,76.25,76.27
2016-01-06,75.0,75.27
2016-01-07,73.76,73.79
2016-01-08,74.06,72.88
2016-01-11,73.11,73.92
2016-01-12,74.52,74.76
2016-01-13,75.27,73.1
2016-01-14,73.15,73.8
2016-01-15,71.94,71.83
2016-01-19,72.94,71.39
2016-01-20,69.96,70.68
2016-01-21,70.72,71.56
2016-01-22,72.67,72.7
2016-01-25,72.76,71.74
2016-01-26,72.18,71.88
2016-01-27,71.98,70.91
2016-01-28,71.42,69.33
2016-01-29,70.43,74.49
2016-02-01,74.08,74.38
2016-02-02,73.5,73.4
2016-02-03,73.76,74.38
2016-02-04,74.1,73.68
2016-02-05,73.56,71.54
2016-02-08,69.95,67.77
2016-02-09,66.39,68.33
2016-02-10,69.14,70.15
2016-02-11,67.79,68.47
2016-02-12,69.44,70.42
2016-02-16,71.41,71.1
2016-02-17,71.73,72.03
2016-02-18,71.89,71.24
2016-02-19,71.03,71.53
2016-02-22,72.3,73.06
2016-02-23,72.95,72.15
2016-02-24,71.25,71.85
2016-02-25,71.96,73.27
2016-02-26,73.74,72.73
2016-02-29,72.86,72.39
2016-03-01,72.99,74.64
2016-03-02,74.5,74.3
2016-03-03,74.48,73.91
2016-03-04,74.22,73.9
2016-03-07,73.39,71.94
2016-03-08,71.5,70.62
2016-03-09,71.0,70.68
2016-03-10,71.14,70.22
2016-03-11,71.15,71.63
2016-03-14,71.6,71.49
2016-03-15,71.18,71.91
2016-03-16,71.68,72.37
2016-03-17,72.28,73.14
2016-03-18,73.5,73.78
2016-03-21,73.58,73.77
2016-03-22,73.24,72.96
2016-03-23,72.95,73.91
2016-03-24,73.65,74.14
2016-03-28,74.14,74.08
2016-03-29,74.02,75.38
2016-03-30,75.9,76.78
2016-03-31,76.62,76.48
2016-04-01,76.25,77.59
2016-04-04,77.97,77.83
2016-04-05,77.14,76.97
2016-04-06,77.08,78.21
2016-04-07,77.71,77.58
2016-04-08,78.08,78.03
2016-04-11,78.36,77.82
2016-04-12,77.72,78.52
2016-04-13,79.03,79.71
2016-04-14,79.76,80.33
2016-04-15,80.25,80.08
2016-04-18,80.2,81.45
2016-04-19,81.5,80.75
2016-04-20,80.88,81.15
2016-04-21,81.5,80.79
2016-04-22,78.0,79.11
2016-04-25,78.69,78.14
2016-04-26,78.45,78.53
2016-04-27,78.41,78.76
2016-04-28,78.35,77.68
2016-04-29,77.52,77.24
2016-05-02,77.81,78.46
2016-05-03,77.43,77.19
2016-05-04,76.56,77.07
2016-05-05,77.14,77.36
2016-05-06,77.23,77.72
2016-05-09,77.69,78.22
2016-05-10,78.42,79.2
2016-05-11,79.14,77.3
2016-05-12,77.8,77.89
2016-05-13,77.71,76.83
2016-05-16,77.02,77.8
2016-05-17,77.57,76.79
2016-05-18,76.71,77.43
2016-05-19,76.87,76.88
2016-05-20,77.34,77.67
2016-05-23,77.76,77.21
2016-05-24,77.66,79.38
2016-05-25,79.5,79.06
2016-05-26,79.4,79.0
2016-05-27,78.84,79.66
2016-05-31,79.86,78.94
2016-06-01,78.69,79.22
2016-06-02,79.27,79.95
2016-06-03,79.55,79.94
2016-06-06,80.29,80.54
2016-06-07,80.7,80.6
2016-06-08,80.6,81.65
2016-06-09,81.23,81.26
2016-06-10,80.75,80.18
2016-06-13,79.0,78.4
2016-06-14,78.12,78.57
2016-06-15,78.57,78.17
2016-06-16,77.89,78.35
2016-06-17,78.32,76.99
2016-06-20,78.3,77.34
2016-06-21,77.81,77.33
2016-06-22,77.58,76.53
2016-06-23,77.76,78.23
2016-06-24,74.8,75.05
2016-06-27,74.18,73.34
2016-06-28,75.04,75.16
2016-06-29,75.98,76.74
2016-06-30,76.99,74.17
2016-07-01,74.5,74.48
2016-07-05,74.25,74.67
2016-07-06,74.12,74.06
2016-07-07,74.32,74.51
2016-07-08,75.3,76.42
2016-07-11,76.81,76.52
2016-07-12,76.68,77.48
2016-07-13,77.68,77.46
2016-07-14,78.06,78.14
2016-07-15,78.65,78.3
2016-07-18,78.35,78.31
2016-07-19,77.75,78.72
2016-07-20,78.75,79.36
2016-07-21,79.44,78.79
2016-07-22,79.98,79.91
2016-07-25,80.17,78.94
2016-07-26,78.98,78.49
2016-07-27,78.46,78.53
2016-07-28,78.69,79.19
2016-07-29,79.24,78.05
2016-08-01,78.31,78.26
2016-08-02,78.07,78.28
2016-08-03,78.28,78.71
2016-08-04,78.83,79.48
2016-08-05,79.73,80.14
2016-08-08,80.23,79.95
2016-08-09,79.96,80.06
2016-08-10,79.97,79.68
2016-08-11,80.0,80.12
2016-08-12,79.8,80.02
2016-08-15,80.13,80.91
2016-08-16,80.42,80.81
2016-08-17,80.71,80.84
2016-08-18,80.01,80.27
2016-08-19,80.01,80.47
2016-08-22,80.34,81.06
2016-08-23,81.37,80.8
2016-08-24,80.8,80.29
2016-08-25,80.29,80.32
2016-08-26,80.62,80.57
2016-08-29,80.54,80.87
2016-08-30,81.0,81.17
2016-08-31,80.95,80.9
2016-09-01,81.14,81.3
2016-09-02,81.57,82.0
2016-09-06,82.0,82.53
2016-09-07,82.48,83.24
2016-09-08,83.02,82.97
2016-09-09,82.398,81.33
2016-09-12,81.34,82.97
2016-09-13,82.41,81.89
2016-09-14,81.46,81.49
2016-09-15,81.42,82.01
2016-09-16,81.74,82.07
2016-09-19,82.43,82.51
2016-09-20,82.97,82.48
2016-09-21,82.92,83.22
2016-09-22,83.42,83.36
2016-09-23,83.33,82.54
2016-09-26,82.15,81.81
2016-09-27,81.79,82.16
2016-09-28,82.38,82.97
2016-09-29,82.72,81.92
2016-09-30,82.16,82.7
2016-10-03,82.42,82.86
2016-10-04,83.28,82.73
2016-10-05,82.96,83.35
2016-10-06,83.12,83.36
2016-10-07,83.49,82.88
2016-10-10,83.13,83.12
2016-10-11,82.68,82.04
2016-10-12,81.84,82.25
2016-10-13,81.65,81.87
2016-10-14,82.04,82.45
2016-10-17,82.58,82.15
2016-10-18,81.5,81.58
2016-10-19,81.65,82.81
2016-10-20,83.05,82.5
2016-10-21,82.02,82.35
2016-10-24,83.27,83.17
2016-10-25,82.15,82.03
2016-10-26,81.62,81.75
2016-10-27,81.96,81.92
2016-10-28,82.52,82.22
2016-10-31,82.44,82.51
2016-11-01,82.64,81.62
2016-11-02,80.89,80.58
2016-11-03,80.75,80.65
2016-11-04,80.65,80.36
2016-11-07,81.64,82.51
2016-11-08,82.39,82.88
2016-11-09,81.81,83.24
2016-11-10,83.3,81.87
2016-11-11,81.59,81.88
2016-11-14,82.02,78.38
2016-11-15,78.23,78.57
2016-11-16,78.79,80.08
2016-11-17,80.32,81.07
2016-11-18,80.95,80.82
2016-11-21,81.23,81.69
2016-11-22,81.69,79.93
2016-11-23,79.98,79.57
2016-11-25,79.99,80.13
2016-11-28,79.66,79.08
2016-11-29,79.12,79.15
2016-11-30,79.45,77.32
2016-12-01,77.57,75.43
2016-12-02,75.4,75.72
2016-12-05,76.63,77.31
2016-12-06,77.94,77.11
2016-12-07,77.27,79.31
2016-12-08,79.68,79.28
2016-12-09,79.15,79.14
2016-12-12,78.99,78.5
2016-12-13,78.81,79.2
2016-12-14,79.28,79.13
2016-12-15,79.37,79.5
2016-12-16,79.22,78.35
2016-12-19,78.04,78.1
2016-12-20,78.41,78.36
2016-12-21,78.48,78.14
2016-12-22,78.02,77.9
2016-12-23,78.08,78.15
2016-12-27,78.27,78.35
2016-12-28,78.4,78.3
2016-12-29,78.49,78.33
2016-12-30,78.43,78.02
2017-01-03,78.76,79.5
2017-01-04,79.44,80.15
2017-01-05,80.34,81.09
2017-01-06,81.3,82.21
2017-01-09,82.28,81.75
2017-01-10,81.7,81.31
2017-01-11,81.25,81.8
2017-01-12,81.05,81.37
2017-01-13,81.02,81.17
2017-01-17,80.76,81.26
2017-01-18,81.27,81.59
2017-01-19,81.79,81.73
2017-01-20,82.09,81.84
2017-01-23,81.7,82.15
2017-01-24,82.4,83.23
2017-01-25,83.79,83.9
2017-01-26,83.92,83.24
2017-01-27,83.32,83.77
2017-01-30,83.47,83.7
2017-01-31,82.13,82.71
2017-02-01,82.9,82.44
2017-02-02,82.14,82.3
2017-02-03,85.74,86.08
2017-02-06,86.07,85.83
2017-02-07,85.96,85.78
2017-02-08,85.8,85.09
2017-02-09,85.37,85.58
2017-02-10,85.8,85.9
2017-02-13,86.2,86.44
2017-02-14,86.52,86.85
2017-02-15,87.02,87.54
2017-02-16,87.55,87.41
2017-02-17,87.27,87.46
2017-02-21,87.51,87.92
2017-02-22,87.61,87.8
2017-02-23,88.23,88.18
2017-02-24,87.36,88.43
2017-02-27,88.32,88.0
2017-02-28,88.16,87.94
2017-03-01,88.74,88.99
2017-03-02,89.0,88.53
2017-03-03,88.31,88.79
2017-03-06,88.53,88.94
2017-03-07,88.99,89.06
2017-03-08,89.17,88.96
2017-03-09,89.02,89.11
2017-03-10,89.5,89.73
2017-03-13,89.8,90.11
2017-03-14,89.93,89.55
2017-03-15,89.75,89.92
2017-03-16,90.31,90.04
2017-03-17,90.25,90.24
2017-03-20,90.29,89.18
2017-03-21,89.49,88.06
2017-03-22,87.85,88.52
2017-03-23,88.47,88.86
2017-03-24,89.06,89.19
2017-03-27,88.31,88.95
2017-03-28,89.12,89.12
2017-03-29,88.99,89.18
2017-03-30,89.08,89.01
2017-03-31,88.98,88.87
2017-04-03,89.14,89.36
2017-04-04,89.01,88.78
2017-04-05,89.13,89.03
2017-04-06,89.0,89.09
2017-04-07,88.97,88.74
2017-04-10,88.62,88.86
2017-04-11,88.6,88.85
2017-04-12,88.7,88.68
2017-04-13,88.47,88.87
2017-04-17,89.09,89.81
2017-04-18,89.64,89.73
2017-04-19,90.09,89.75
2017-04-20,90.14,91.15
2017-04-21,92.77,91.15
2017-04-24,92.15,91.85
2017-04-25,91.99,92.11
2017-04-26,92.02,91.82
2017-04-27,91.95,91.6
2017-04-28,91.39,91.22
2017-05-01,91.29,91.26
2017-05-02,91.62,92.54
2017-05-03,92.4,92.44
2017-05-04,92.7,92.62
2017-05-05,92.9,92.09
2017-05-08,92.05,91.92
2017-05-09,91.9,92.0
2017-05-10,91.7,92.25
2017-05-11,92.12,92.1
2017-05-12,92.19,92.73
2017-05-15,92.73,93.23
2017-05-16,93.35,93.15
2017-05-17,92.48,91.76
2017-05-18,91.36,91.71
2017-05-19,91.98,92.48
2017-05-22,92.53,93.31
2017-05-23,93.56,93.86
2017-05-24,94.02,94.81
2017-05-25,95.09,95.04
2017-05-26,95.0,94.67
2017-05-30,94.66,94.72
2017-05-31,95.08,95.23
2017-06-01,95.4,95.4
2017-06-02,95.41,96.15
2017-06-05,96.32,96.55
2017-06-06,96.27,95.79
2017-06-07,96.03,96.09
2017-06-08,95.87,96.09
2017-06-09,96.09,94.56
2017-06-12,93.69,93.5
2017-06-13,94.0,95.08
2017-06-14,95.32,95.32
2017-06-15,94.44,94.17
2017-06-16,94.31,94.17
2017-06-19,94.75,94.79
